   1.000E-03
   1.000E-02
    10.000
     2.000
          51
    1.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
    0.002000    0.121730   -1.342597    0.041165    0.857749    0.077770   -0.027727
    0.002000   -0.789600   -0.920887    0.001950    0.689265   -0.590999   -0.038543
    0.002000    0.789219    1.739533    0.004175   -0.658895    0.298938    0.036850
    0.002000    0.882908    1.738269    0.010257   -0.638535    0.324327   -0.030091
    0.002000   -1.649764   -0.461860   -0.018371    0.205969   -0.735719   -0.007406
    0.002000   -0.605565    1.167478    0.020907   -0.774048   -0.401495   -0.019224
    0.002000    0.404529   -1.375329    0.001814    0.801254    0.235675   -0.031265
    0.002000   -0.396776    0.299385    0.017090   -0.854327   -1.132245   -0.040882
    0.002000    0.752468   -1.652951   -0.014364    0.675347    0.307436   -0.046157
    0.002000   -0.793604    1.267430   -0.026911   -0.693096   -0.433983   -0.021273
    0.002000   -0.409409    1.957420   -0.031799   -0.692168   -0.144772    0.039875
    0.002000   -0.038579   -1.073404    0.010944    0.964268   -0.034656   -0.022255
    0.002000    0.878791    0.168926   -0.015494   -0.199549    1.038099    0.030843
    0.002000    1.616034   -0.659070    0.035745    0.285851    0.700906    0.039436
    0.002000    0.289364   -1.521595    0.041934    0.789366    0.150115    0.028386
    0.002000   -1.222428   -0.133500   -0.009306    0.097900   -0.896451   -0.049228
    0.002000    0.792149    1.605485    0.040472   -0.670235    0.330695   -0.049602
    0.002000    1.008817    1.463265    0.028708   -0.617555    0.425760   -0.026134
    0.002000    0.966496   -0.480716   -0.042738    0.428635    0.861785    0.014906
    0.002000    1.123710   -0.812388   -0.028959    0.497542    0.688210   -0.034952
    0.002000    0.431907    0.794619    0.027620   -0.923866    0.502158   -0.020619
    0.002000    0.068636    1.394578    0.049137   -0.845261    0.041601    0.030718
    0.002000   -1.719588   -0.303782   -0.005890    0.131649   -0.745209    0.038595
    0.002000    1.166905    1.564293    0.018819   -0.573769    0.428011   -0.020999
    0.002000    0.948005    0.571924   -0.000265   -0.490931    0.813754    0.042771
    0.002000   -1.163330    1.569919    0.047404   -0.574780   -0.425919   -0.020383
    0.002000    0.705455   -0.721313   -0.005841    0.711748    0.696099    0.049387
    0.002000   -1.039558    1.334503   -0.046315   -0.606548   -0.472492   -0.008741
    0.002000   -0.559347   -1.825506    0.036892    0.691958   -0.212020   -0.012365
    0.002000   -1.126127    1.325203    0.019285   -0.577845   -0.491039   -0.001160
    0.002000   -1.345642   -1.269433    0.000295    0.504521   -0.534810    0.034118
    0.002000   -1.070581   -1.429020    0.038015    0.598928   -0.448700    0.027556
    0.002000   -0.142248   -1.424028    0.032066    0.831777   -0.083087   -0.039651
    0.002000    0.607702   -1.881899   -0.030536    0.676696    0.218518   -0.040347
    0.002000   -0.592097    0.127091   -0.040721   -0.269683   -1.256412   -0.023217
    0.002000   -0.721042   -0.631557   -0.038173    0.672990   -0.768346    0.009413
    0.002000    0.717693    0.848845   -0.017576   -0.724293    0.612385   -0.021286
    0.002000   -0.270121    1.883806   -0.026111   -0.717551   -0.102890   -0.039128
    0.002000   -0.025724   -0.429171    0.000002    1.522357   -0.091247    0.010716
    0.002000   -1.280782   -0.534388    0.025793    0.326865   -0.783407   -0.017266
    0.002000    1.460246   -0.731304    0.019886    0.350401    0.699671   -0.031778
    0.002000   -0.363864   -0.229766   -0.043739    0.813904   -1.288923   -0.015350
    0.002000   -0.262540   -1.666467   -0.045453    0.760529   -0.119816   -0.034403
    0.002000   -1.064878   -0.481146    0.009591    0.380904   -0.843022    0.005192
    0.002000    0.329622   -0.448605    0.041100    1.080068    0.793603   -0.019301
    0.002000   -0.879698   -0.437253    0.028496    0.449074   -0.903479   -0.006180
    0.002000   -1.594875    0.526416   -0.012101   -0.241856   -0.732747    0.000954
    0.002000   -0.914241   -1.196324    0.039491    0.647524   -0.494844   -0.016476
    0.002000    0.005368   -0.447419    0.037903    1.494844    0.017934    0.048368
    0.002000    1.165022    0.291701   -0.036647   -0.221631    0.885172    0.004429
