   1.000E-03
   1.000E-02
    10.000
     7.155
        2001
    1.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
    0.000050   -2.181784    1.449168   -0.024353   -0.341871   -0.514702   -0.034859
    0.000050   -5.801610   -1.888006   -0.010145    0.125283   -0.384980    0.038506
    0.000050    3.185620   -6.087090    0.005472    0.338024    0.176902   -0.049400
    0.000050   -1.088019    1.805529   -0.032967   -0.589922   -0.355489   -0.009952
    0.000050   -1.803623    1.625173   -0.035813   -0.429614   -0.476787    0.033766
    0.000050   -0.073728   -2.071784   -0.014099    0.694090   -0.024700   -0.030279
    0.000050   -4.889501   -2.442703   -0.047925    0.191161   -0.382643   -0.017240
    0.000050    3.373168    2.344577    0.013972   -0.281596    0.405135    0.013186
    0.000050   -2.647566   -1.869298   -0.039838    0.320381   -0.453769   -0.037712
    0.000050   -0.353551    3.525045    0.014908   -0.528637   -0.053021    0.020440
    0.000050    5.349430   -4.611286    0.033032    0.245683    0.285010   -0.034069
    0.000050   -3.790880   -0.116281   -0.005731    0.015743   -0.513244    0.026266
    0.000050    2.577407    5.030869    0.021838   -0.374337    0.191780   -0.022003
    0.000050   -0.256565   -3.455730   -0.019777    0.535722   -0.039774   -0.021901
    0.000050    6.490170    1.486107   -0.032975   -0.086501    0.377769    0.031988
    0.000050    0.372983    1.778270   -0.031547   -0.726069    0.152289    0.006346
    0.000050    1.730171   -0.972979    0.043326    0.347910    0.618660   -0.048440
    0.000050    2.711512   -6.261359   -0.004419    0.351302    0.152133   -0.040067
    0.000050    3.993814   -4.327012   -0.014782    0.302823    0.279505    0.030010
    0.000050   -3.339690    4.066154    0.048912   -0.336880   -0.276693    0.019565
    0.000050    4.413166   -2.475456   -0.002484    0.217483    0.387722   -0.005580
    0.000050    5.025421   -2.134786    0.018452    0.167324    0.393892   -0.022975
    0.000050   -1.648029   -4.354993   -0.042448    0.433425   -0.164018    0.016910
    0.000050    1.745016   -1.163908    0.026290    0.383130    0.574417    0.041141
    0.000050   -1.915919   -3.447181    0.049532    0.440136   -0.244624   -0.042197
    0.000050    2.566569   -0.071152   -0.008300    0.017294    0.623840    0.020904
    0.000050    1.118087    4.690970    0.019919   -0.442967    0.105581   -0.023421
    0.000050    0.265659    3.935748   -0.037603   -0.502349    0.033908   -0.047801
    0.000050   -2.207097    0.203154   -0.003016   -0.061567   -0.668869   -0.021189
    0.000050    2.289886    2.437553   -0.018929   -0.398538    0.374395   -0.045868
    0.000050    0.571846    0.279413   -0.000215   -0.550289    1.126222   -0.017009
    0.000050    4.986470    1.468453    0.013783   -0.123903    0.420740   -0.016877
    0.000050    3.518750    4.331042   -0.011307   -0.328555    0.266934   -0.023916
    0.000050    4.311849    4.414233    0.022552   -0.287974    0.281295   -0.017144
    0.000050    3.052088    1.376982   -0.043898   -0.224743    0.498144    0.009715
    0.000050    3.911610   -5.684677   -0.020557    0.313610    0.215794   -0.039721
    0.000050   -2.082547   -0.587953   -0.036917    0.184702   -0.654219   -0.005580
    0.000050    6.096822   -2.263911    0.004408    0.136499    0.367600    0.039342
    0.000050    5.510670   -4.171367   -0.003677    0.229576    0.303286   -0.041881
    0.000050    3.911667    2.102181    0.032013   -0.224639    0.418000    0.005982
    0.000050    4.692361   -0.174097   -0.009077    0.017110    0.461165   -0.047309
    0.000050    3.114392    2.875989   -0.022883   -0.329505    0.356820   -0.044358
    0.000050    0.702051   -2.009463   -0.028614    0.647065    0.226066    0.044757
    0.000050    3.549348   -0.297594    0.010762    0.044271    0.528012    0.045617
    0.000050    0.957983    1.801585   -0.020868   -0.618110    0.328676   -0.017017
    0.000050    0.189668    3.422634   -0.003764   -0.539288    0.029885   -0.028891
    0.000050    2.053047   -2.321372   -0.009433    0.425514    0.376329   -0.006180
    0.000050   -2.360312   -1.150063    0.045470    0.270322   -0.554791    0.035026
    0.000050    0.900066   -5.527629    0.015640    0.417068    0.067911   -0.001550
    0.000050   -4.126904   -1.624337    0.010192    0.173911   -0.441849    0.024577
    0.000050    3.178413   -3.717367   -0.033135    0.343676    0.293849   -0.037106
    0.000050   -1.484601    5.440874   -0.012916   -0.406233   -0.110845    0.033185
    0.000050   -2.285085   -2.737295   -0.018147    0.406537   -0.339376    0.040678
    0.000050   -1.140039    4.103413   -0.025661   -0.466884   -0.129713    0.024846
    0.000050    3.640105   -3.644451   -0.007398    0.311745    0.311374   -0.027573
    0.000050   -3.092188   -4.871943   -0.048660    0.351475   -0.223078   -0.022926
    0.000050   -3.695232   -6.054420   -0.046941    0.320499   -0.195612   -0.021235
    0.000050   -2.230707   -6.272542    0.031431    0.365164   -0.129863   -0.031531
    0.000050   -0.833949    3.261709   -0.017253   -0.528021   -0.135004    0.008275
    0.000050    6.101218    1.732345    0.021522   -0.108456    0.381977    0.040785
    0.000050    2.313863    1.346825   -0.035588   -0.307445    0.528194    0.004173
    0.000050   -1.698193    6.304841   -0.048177   -0.377877   -0.101780   -0.045816
    0.000050   -1.154433   -5.772288   -0.031395    0.404158   -0.080830    0.041349
    0.000050    0.418755   -6.365943   -0.013511    0.395059    0.025987    0.028743
    0.000050   -2.618508    3.650769   -0.044803   -0.383370   -0.274971    0.031039
    0.000050    4.382828    4.651738   -0.042575   -0.287898    0.271255   -0.049405
    0.000050   -1.175385   -4.282680    0.028239    0.457602   -0.125589   -0.000341
    0.000050    0.731487   -1.396603   -0.048829    0.705510    0.369519   -0.044397
    0.000050   -3.364466   -4.981441    0.024666    0.337998   -0.228284    0.022310
    0.000050   -0.206925    6.458091   -0.003470   -0.393200   -0.012599    0.000411
    0.000050   -1.657690    3.400800    0.017580   -0.462141   -0.225267   -0.009029
    0.000050    0.171777    3.844610   -0.046937   -0.509242    0.022753    0.009315
